id,year,title,vote_average,vote_count,budget,revenue,runtime,genres_description
1156255,2023,The Engineer,6.6,48,0,0,93,"Thriller, Action"
843380,2022,Dead for a Dollar,5.7,177,0,81403,106,"Western, Action, Thriller"
564,1999,The Mummy,6.9,8478,80000000,415885488,124,"Action, Adventure, Fantasy"
351286,2018,Jurassic World: Fallen Kingdom,6.5,11211,170000000,1310466296,129,"Action, Thriller, Science Fiction, Adventure"
346910,2018,The Predator,5.6,4346,88000000,160542134,107,"Action, Science Fiction, Adventure"
335988,2017,Transformers: The Last Knight,6.1,5822,217000000,605400000,154,"Action, Adventure, Science Fiction"
1192578,2023,Soccer Soul,6,4,0,0,96,Documentary
829557,2022,365 Days: This Day,5.8,1268,0,0,111,"Drama, Romance"
940721,2023,Godzilla Minus One,8,229,13000000,81600000,125,"Horror, Action, Science Fiction"
1033051,2019,Revenge Porn: PAIN OF LOVE,4,1,0,0,70,"Drama, Romance"
78,1982,Blade Runner,7.9,13019,28000000,41722424,118,"Thriller, Drama, Science Fiction"
695721,2023,The Hunger Games: The Ballad of Songbirds & Snakes,7.2,1289,100000000,322600000,157,"Drama, Science Fiction, Action"
988591,2022,Mega Lightning,4.5,16,0,0,90,"Science Fiction, Action, Horror"
1145851,2023,The Boogeyman: The Origin of the Myth,6.1,44,0,0,0,"Adventure, Horror"
10229,2002,A Walk to Remember,7.7,3838,11800000,47494916,101,"Drama, Romance"
527774,2021,Raya and the Last Dragon,7.9,6400,100000000,130423032,107,"Family, Adventure, Animation, Fantasy, Action"
522938,2019,Rambo: Last Blood,6.5,3613,50000000,91500000,89,"Drama, Action, Thriller"
1171541,2023,Sniper: G.R.I.T. - Global Response & Intelligence Team,6.8,93,0,0,92,"Thriller, Action"
1032517,2023,A Royal Christmas on Ice,6.1,4,0,0,85,"Drama, Romance, TV Movie, Comedy"
22538,2010,Scott Pilgrim vs. the World,7.5,7352,85000000,48000000,113,"Action, Romance, Comedy"
893723,2023,PAW Patrol: The Mighty Movie,6.9,194,30000000,192400000,92,"Animation, Science Fiction, Drama, Adventure, Comedy, Family, Action"
1059638,2023,Mr. Car and the Knights Templar,6,135,0,0,110,"Adventure, Family, Drama"
1007427,2023,Night Train,6.4,27,0,0,96,"Action, Thriller, Crime"
81774,1986,Exploits of a Young Don Juan,5.6,172,0,0,100,"Drama, Comedy"
679,1986,Aliens,7.9,8927,18500000,183316455,137,"Science Fiction, Thriller, Action"
339846,2017,Baywatch,6.1,7637,69000000,177856751,116,"Comedy, Crime, Action"
493922,2018,Hereditary,7.3,7069,10000000,82500000,128,"Thriller, Horror, Mystery"
75780,2012,Jack Reacher,6.6,6582,60000000,218300000,130,"Crime, Drama, Action, Thriller"
705996,2022,Decision to Leave,7.4,983,0,16914773,138,"Thriller, Mystery, Romance"
57059,2010,Loft,6.2,74,0,0,110,Thriller
950,2006,Ice Age: The Meltdown,6.7,9221,80000000,660998756,91,"Adventure, Animation, Comedy, Family"
736790,2023,Chupa,6.4,305,0,0,98,"Adventure, Family, Fantasy"
524434,2021,Eternals,6.9,7691,200000000,402064899,156,"Action, Adventure, Science Fiction"
453,2001,A Beautiful Mind,7.9,9637,58000000,316800000,135,"Romance, Drama"
466420,2023,Killers of the Flower Moon,7.5,1719,200000000,156300000,206,"Drama, History, Crime"
114,1990,Pretty Woman,7.5,7585,14000000,463406268,119,"Comedy, Romance"
937249,2023,57 Seconds,5.9,241,0,0,99,"Action, Science Fiction, Thriller"
550,1999,Fight Club,8.4,27770,63000000,100853753,139,Drama
899579,2023,There's Something Wrong with the Children,5.9,151,0,0,92,"Horror, Mystery, Thriller"
10192,2010,Shrek Forever After,6.4,6888,165000000,752600000,93,"Comedy, Fantasy, Family, Animation, Adventure"
61791,2011,Rise of the Planet of the Apes,7.3,10983,93000000,482860185,105,"Drama, Thriller, Action, Science Fiction"
585,2001,"Monsters, Inc.",7.8,17482,115000000,579700000,92,"Family, Animation, Comedy"
293167,2017,Kong: Skull Island,6.5,9840,185000000,566652812,118,"Adventure, Fantasy, Action"
678512,2023,Sound of Freedom,8.1,1704,14500000,249125713,131,"Action, Drama"
49013,2011,Cars 2,6.1,7257,200000000,559852396,106,"Family, Animation, Adventure, Comedy"
384018,2019,Fast & Furious Presents: Hobbs & Shaw,6.9,6752,200000000,760098996,137,"Comedy, Adventure, Action"
1579,2006,Apocalypto,7.6,5158,40000000,120673227,139,"History, Drama, Action"
387820,2015,Strange Hair Salon,6.4,8,0,0,84,"Romance, Drama"
11836,2004,The SpongeBob SquarePants Movie,7,2674,30000000,140161792,87,"Fantasy, Adventure, Comedy, Animation, Family"
926967,2022,The Silent Forest,6.1,17,0,0,95,"Thriller, Mystery, Crime"
779782,2022,The School for Good and Evil,7.1,1083,0,0,146,"Adventure, Fantasy, Comedy, Drama"
348893,2016,Boyka: Undisputed IV,7.1,1226,0,0,87,"Drama, Action"
383498,2018,Deadpool 2,7.5,16580,110000000,785900000,120,"Comedy, Adventure, Action"
244786,2014,Whiplash,8.4,14173,3300000,13092000,107,"Music, Drama"
508965,2019,Klaus,8.3,3721,0,0,96,"Adventure, Comedy, Fantasy, Animation, Family"
136799,2016,Trolls,6.7,3393,125000000,346900000,92,"Family, Comedy, Music, Adventure, Animation, Fantasy"
506574,2019,Descendants 3,7.7,1394,15000000,0,106,"Fantasy, Adventure, Family, TV Movie"
1049951,2023,Viking: Bloodlust,6.9,66,0,0,82,"Action, History"
727209,2020,Hyungsu: Forbidden Love,6,1,0,0,71,"Drama, Romance"
238636,2014,The Purge: Anarchy,6.6,6149,9000000,111928365,104,"Thriller, Horror"
284052,2016,Doctor Strange,7.4,21176,180000000,676343174,115,"Adventure, Fantasy, Action"
19995,2009,Avatar,7.6,30234,237000000,2923706026,162,"Action, Fantasy, Science Fiction, Adventure"
18239,2009,The Twilight Saga: New Moon,6,8748,50000000,709827462,131,"Fantasy, Drama, Romance, Adventure"
726209,2023,Leave the World Behind,6.5,1402,0,0,141,"Mystery, Thriller, Science Fiction, Drama"
310,2003,Bruce Almighty,6.7,10159,80000000,484600000,101,"Fantasy, Comedy"
476669,2021,The King's Man,6.8,4060,100000000,125900000,131,"Thriller, Comedy, Action, Adventure"
1151534,2023,Nowhere,7.5,1009,0,0,109,"Drama, Thriller"
1172009,2023,The Black Book,6.9,64,1000000,0,124,"Thriller, Action, Mystery"
857,1998,Saving Private Ryan,8.2,14924,70000000,481840909,169,"Drama, War, History"
350,2006,The Devil Wears Prada,7.4,11287,35000000,326706115,109,"Comedy, Drama"
99861,2015,Avengers: Age of Ultron,7.3,22034,365000000,1405403694,141,"Science Fiction, Action, Adventure"
49444,2011,Kung Fu Panda 2,7,6534,150000000,665700000,91,"Animation, Family, Comedy"
940241,2023,97 Minutes,4.8,59,7000000,0,93,"Thriller, Action, Drama"
921636,2023,The Out-Laws,6.1,570,0,0,95,"Action, Comedy, Romance"
1163045,2023,Jagun Jagun,6.6,51,0,0,134,"Drama, Action"
475557,2019,Joker,8.2,23868,55000000,1074500000,122,"Thriller, Crime, Drama"
530385,2019,Midsommar,7.2,6425,9000000,48059189,147,"Drama, Mystery, Horror"
10144,1989,The Little Mermaid,7.4,7447,40000000,211343479,83,"Family, Fantasy, Animation"
1166714,2023,Mickey and Friends: Trick or Treats,7.1,30,0,0,22,"Animation, Family"
607,1997,Men in Black,7.2,13021,90000000,589390539,98,"Action, Comedy, Adventure, Science Fiction"
331482,2019,Little Women,7.9,5838,40000000,216600000,135,"Drama, Romance"
76492,2012,Hotel Transylvania,7,8160,85000000,358375603,91,"Comedy, Animation, Fantasy, Family"
400160,2020,The SpongeBob Movie: Sponge on the Run,7.5,2744,60000000,4700000,95,"Family, Animation, Adventure, Comedy, Fantasy"
1076364,2023,Carl's Date,7.5,339,0,0,9,"Family, Adventure, Animation"
674,2005,Harry Potter and the Goblet of Fire,7.8,19640,150000000,895921036,157,"Fantasy, Adventure"
1017794,2022,Deep Sea Mutant Snake,7.1,18,0,0,80,"Fantasy, Horror, Thriller"
254128,2015,San Andreas,6.2,8148,110000000,473990832,114,"Thriller, Drama, Action"
37135,1999,Tarzan,7.4,6352,130000000,448200000,88,"Animation, Drama, Adventure, Family"
3933,2005,Corpse Bride,7.5,8541,40000000,118100000,77,"Animation, Fantasy, Romance"
804755,2021,Agnes,4.2,35,0,0,93,"Horror, Drama"
724209,2023,Heart of Stone,6.9,1394,0,0,124,"Thriller, Action"
48650,2010,Room in Rome,6.4,644,0,844281,109,"Drama, Romance"
671,2001,Harry Potter and the Philosopher's Stone,7.9,25874,125000000,976475550,152,"Fantasy, Adventure"
842675,2023,The Wandering Earth II,7.3,419,73801827,604380922,173,"Drama, Action, Science Fiction"
502345,2023,Scarygirl,7.2,39,0,0,90,"Animation, Adventure"
1081400,2023,The Mill,6.3,28,0,0,106,"Horror, Science Fiction"
287947,2019,Shazam!,7,8990,80000000,366080049,132,"Action, Comedy, Fantasy"
796499,2021,Army of Thieves,6.9,1812,30000000,46900000,127,"Comedy, Action, Crime, Thriller"
505642,2022,Black Panther: Wakanda Forever,7.2,5779,250000000,859102154,162,"Science Fiction, Adventure, Action"
493529,2023,Dungeons & Dragons: Honor Among Thieves,7.4,2807,151000000,208200000,134,"Comedy, Fantasy, Adventure"
912916,2023,The Other Zoey,7.2,210,0,168000,91,"Comedy, Romance, Drama"
1064835,2023,The Seven Deadly Sins: Grudge of Edinburgh Part 2,7.1,140,0,0,55,"Fantasy, Animation, Action, Adventure"
958006,2023,The Kill Room,6.3,98,50000000,476375,98,"Crime, Comedy, Thriller"
939243,2024,Sonic the Hedgehog 3,0,0,0,0,0,"Science Fiction, Comedy, Family, Action"
804150,2023,Cocaine Bear,6.1,1676,32500000,87649532,96,"Thriller, Crime, Comedy"
1726,2008,Iron Man,7.6,25232,140000000,585174222,126,"Science Fiction, Adventure, Action"
1010826,2023,Killer Book Club,5.7,221,0,0,89,"Horror, Thriller"
539681,2022,DC League of Super-Pets,7.3,1391,90000000,203000000,105,"Science Fiction, Comedy, Animation, Action, Family"
1098160,2023,The Tank,5.3,69,0,0,100,"Thriller, Horror"
1040148,2023,"Ruby Gillman, Teenage Kraken",7.4,790,70000000,43700000,91,"Animation, Family, Comedy, Fantasy"
269149,2016,Zootopia,7.7,15484,150000000,1023784195,109,"Family, Adventure, Comedy, Animation"
1071215,2023,Thanksgiving,6.7,407,15000000,44000000,106,"Thriller, Horror, Mystery"
454640,2019,The Angry Birds Movie 2,7.1,1546,65000000,147792047,97,"Comedy, Adventure, Family, Animation"
646385,2022,Scream,6.7,2923,24000000,137700000,114,"Thriller, Mystery, Horror"
158852,2015,Tomorrowland,6.3,6666,190000000,209154322,130,"Mystery, Adventure, Science Fiction, Family"
1126577,2023,Til Death Do Us Part,6,50,0,0,109,"Horror, Action, Thriller"
396535,2016,Train to Busan,7.8,6861,8500000,87547518,118,"Action, Horror, Adventure, Thriller"
5255,2004,The Polar Express,6.7,5901,165000000,310634054,100,"Family, Fantasy, Animation, Adventure"
1012652,2023,Psycho-Pass: Providence,6.6,7,0,0,121,"Crime, Mystery, Animation, Thriller"
497,1999,The Green Mile,8.5,16309,60000000,286801374,189,"Drama, Fantasy, Crime"
581726,2021,Infinite,6.6,1590,0,0,106,"Science Fiction, Thriller, Action"
808396,2023,God Is a Bullet,6.3,116,0,0,155,"Horror, Drama, Crime, Thriller, Action"
798021,2023,Family Switch,6.3,410,0,0,106,"Fantasy, Family, Comedy"
218,1984,The Terminator,7.7,12117,6400000,78371200,108,"Thriller, Science Fiction, Action"
101299,2013,The Hunger Games: Catching Fire,7.4,16543,130000000,865011746,146,"Science Fiction, Adventure, Action"
39108,1995,Dragon Ball Z: Wrath of the Dragon,7.2,652,0,24000000,51,"Animation, Science Fiction, Action"
725064,2023,The Feast of Amrita,6,1,0,0,48,"Mystery, Horror, Animation, Fantasy"
1029575,2023,The Family Plan,7.4,539,0,208,119,"Comedy, Action"
876792,2022,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,7.3,340,0,11426555,108,"Fantasy, Adventure, Animation"
901362,2023,Trolls Band Together,7.2,463,95000000,198700000,93,"Comedy, Family, Animation, Fantasy, Music"
423108,2021,The Conjuring: The Devil Made Me Do It,7.5,5540,39000000,206400000,111,"Thriller, Mystery, Horror"
44896,2011,Rango,6.8,6086,135000000,245724603,107,"Western, Family, Adventure, Animation, Comedy"
1072790,2023,Anyone But You,7.3,30,25000000,32900000,104,"Romance, Comedy"
585511,2022,Luck,7.8,1531,0,0,105,"Adventure, Comedy, Animation, Fantasy"
384843,1979,Temptation of Angel,5.5,2,0,0,109,Drama
10198,2009,The Princess and the Frog,7.2,5176,105000000,270997378,98,"Romance, Family, Animation"
640146,2023,Ant-Man and the Wasp: Quantumania,6.4,4344,200000000,476071180,125,"Adventure, Action, Science Fiction"
557,2002,Spider-Man,7.3,17957,139000000,821708551,121,"Science Fiction, Action"
787761,2023,Oracle,7,71,0,0,85,Horror
550205,2021,Wish Dragon,7.9,1203,0,25860000,99,"Comedy, Animation, Fantasy, Family"
93456,2013,Despicable Me 2,6.9,10668,76000000,970800000,98,"Comedy, Family, Animation"
555604,2022,Guillermo del Toro's Pinocchio,8.2,2603,35000000,0,117,"Family, Drama, Fantasy, Animation"
1121575,2023,Babylon 5: The Road Home,6.9,57,0,0,80,"Animation, Science Fiction, Adventure, Action"
49026,2012,The Dark Knight Rises,7.8,21664,250000000,1081041287,165,"Drama, Action, Crime, Thriller"
497698,2021,Black Widow,7.3,9509,200000000,379751131,134,"Science Fiction, Action, Adventure"
20352,2010,Despicable Me,7.2,14321,69000000,533700000,95,"Comedy, Family, Animation"
872585,2023,Oppenheimer,8.1,5844,100000000,952000000,181,"Drama, History"
324849,2017,The Lego Batman Movie,7.2,4669,80000000,311950384,104,"Family, Animation, Action, Comedy"
340666,2016,Nocturnal Animals,7.4,7297,22500000,29300000,117,"Drama, Thriller"
297802,2018,Aquaman,6.9,13255,160000000,1148528393,143,"Adventure, Fantasy, Action"
912908,2023,Strays,7.5,591,46000000,32000000,93,"Adventure, Comedy"
10681,2008,WALL·E,8.1,17730,180000000,521311860,98,"Science Fiction, Family, Animation"
667538,2023,Transformers: Rise of the Beasts,7.4,3809,195000000,439000000,127,"Adventure, Action, Science Fiction"
709631,2023,Cobweb,6.8,541,0,5569593,88,Horror
669525,2020,Night on Earth: Shot in the Dark,5.9,12,0,0,59,Documentary
1076487,2023,Warhorse One,7.2,189,0,0,120,"War, Action, Drama"
791373,2021,Zack Snyder's Justice League,8.2,9440,70000000,0,242,"Fantasy, Adventure, Action"
68718,2012,Django Unchained,8.2,25054,100000000,425368238,165,"Western, Drama"
346698,2023,Barbie,7.2,6676,145000000,1441800000,114,"Adventure, Fantasy, Comedy"
9381,2008,Babylon A.D.,5.6,1956,70000000,72109200,101,"Action, Science Fiction, Adventure, Thriller"
400155,2018,Hotel Transylvania 3: Summer Vacation,6.9,4140,80000000,528600000,97,"Family, Comedy, Animation, Fantasy"
447365,2023,Guardians of the Galaxy Vol. 3,8,5608,250000000,845600000,150,"Science Fiction, Action, Adventure"
62211,2013,Monsters University,7,10048,200000000,743600000,104,"Animation, Family"
798286,2023,Beau Is Afraid,6.8,697,35000000,10000000,179,"Adventure, Fantasy, Comedy"
1107872,2023,Mother's Day,5.9,193,0,0,94,Thriller
24021,2010,The Twilight Saga: Eclipse,6.2,8350,68000000,698491347,124,"Fantasy, Drama, Adventure, Romance"
845844,2021,Extraction Point,5.4,37,0,0,73,"Action, Science Fiction, Thriller"
65584,2006,Aquaman,6,30,0,0,42,"Action, Adventure, TV Movie"
10367,2004,Wild Things 2,5.1,173,2800000,0,95,"Crime, Drama, Mystery"
1020394,2023,The Squad: Home Run,6.4,94,0,0,93,"Thriller, Crime, Action, Drama"
1142740,2023,Murder City,7.4,5,0,0,85,"Crime, Thriller, TV Movie, Action"
76163,2012,The Expendables 2,6.3,6403,100000000,315000000,103,"Action, Thriller, Adventure"
861126,2021,Ostap Bender: The Final Hustle,6.6,16,0,0,97,"Crime, Action, Adventure, Comedy"
1083862,2023,Resident Evil: Death Island,7.5,776,0,53929,91,"Animation, Action, Horror"
584004,2023,Resurrected,6.5,38,0,0,90,"Horror, Science Fiction"
972731,2022,"2025: Blood, White & Blue",5,3,0,0,135,"Horror, Action, Comedy"
124905,2014,Godzilla,6.3,8536,160000000,529100000,123,"Science Fiction, Action, Drama"
517929,2023,Fog City,5.3,3,0,0,97,"Horror, Thriller"
747188,2023,Asteroid City,6.5,1295,25000000,47281670,105,"Comedy, Drama"
1165223,2023,My First Barbie: Happy DreamDay,6.4,15,0,0,40,"Family, Animation"
697843,2023,Extraction 2,7.5,2027,65000000,0,123,"Action, Thriller"
672437,2021,Brain Freeze,6.2,23,0,0,91,"Horror, Comedy"
520758,2023,Chicken Run: Dawn of the Nugget,7.3,379,0,0,97,"Family, Animation, Adventure, Comedy"
1366,1976,Rocky,7.8,7318,1000000,225300000,119,Drama
744276,2022,After Ever Happy,6.9,1083,14000000,19200000,95,"Drama, Romance"
335984,2017,Blade Runner 2049,7.6,12651,150000000,259239658,164,"Science Fiction, Drama"
990140,2023,Sakra,6.6,132,0,159959,130,"Action, Drama"
335983,2018,Venom,6.8,14954,116000000,856085151,112,"Science Fiction, Action"
353070,2017,Going in Style,6.7,2620,25000000,84618541,96,"Crime, Comedy"
375588,2018,Robin Hood,5.9,2809,100000000,86493046,116,"Thriller, Action, Adventure"
1036561,2022,Shadow Master,6.8,91,0,0,90,"Thriller, Action, Fantasy"
842139,2020,Crypto Legacy,5.9,4,0,0,71,"Thriller, Horror, Action"
1123093,2023,Diary of a Wimpy Kid Christmas: Cabin Fever,7.1,35,0,0,64,"Animation, Comedy, Family"
762079,2021,The Advent Calendar,6.6,250,0,456555,104,"Thriller, Drama, Horror"
381288,2017,Split,7.3,16531,9000000,278454358,117,"Thriller, Horror"
273248,2015,The Hateful Eight,7.7,13473,44000000,155760117,188,"Mystery, Drama, Western"
118,2005,Charlie and the Chocolate Factory,7,14298,150000000,475000000,115,"Comedy, Family, Fantasy, Adventure"
7443,2000,Chicken Run,6.8,4669,45000000,224834564,84,"Animation, Family, Comedy"
673593,2024,Mean Girls,0,0,0,0,113,Comedy
272,2005,Batman Begins,7.7,19904,150000000,374218673,140,"Crime, Action, Drama"
98,2000,Gladiator,8.2,17330,103000000,465361176,155,"Drama, Adventure, Action"
8681,2008,Taken,7.4,10599,25000000,226830568,94,"Thriller, Action"
275,1996,Fargo,7.9,7461,7000000,60611975,98,"Thriller, Drama, Crime"
238,1972,The Godfather,8.7,19234,6000000,245066411,175,"Drama, Crime"
980489,2023,Gran Turismo,8,1719,60000000,121700000,135,"Drama, Action, Adventure"
300671,2016,13 Hours: The Secret Soldiers of Benghazi,7.3,3294,50000000,69411370,144,"Drama, History, War, Action"
512200,2019,Jumanji: The Next Level,6.9,8083,125000000,801693929,123,"Comedy, Fantasy, Adventure"
675353,2022,Sonic the Hedgehog 2,7.5,4454,110000000,405400000,123,"Family, Comedy, Action, Adventure"
332662,2014,The Scopia Effect,5.5,15,0,0,130,"Thriller, Horror, Science Fiction"
504148,2021,The Serpent,5.1,23,0,0,90,Action
1075794,2023,Leo,7.5,739,0,0,102,"Animation, Family, Comedy"
447277,2023,The Little Mermaid,6.4,2499,297000000,569600000,135,"Fantasy, Adventure, Romance, Family"
479753,2017,Shockwave: Countdown to Disaster,5.7,57,0,0,90,"Science Fiction, Adventure, Thriller, Action"
892530,2022,Julia(s),7.1,61,0,0,120,"Comedy, Drama"
1072342,2024,Night Swim,4,2,0,0,98,"Thriller, Horror"
536115,2018,Godzilla: The Planet Eater,6.4,287,0,0,91,"Science Fiction, Animation, Adventure, Action"
635302,2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.3,3528,15800000,503100000,117,"Animation, Action, Thriller, Fantasy, Adventure"
205596,2014,The Imitation Game,8,16208,14000000,233600000,113,"Thriller, Drama, History, War"
744275,2021,After We Fell,7.1,2405,14000000,21800000,99,"Romance, Drama"
4247,2000,Scary Movie,6.4,6516,19000000,278000000,88,Comedy
8587,1994,The Lion King,8.3,17292,45000000,763455561,89,"Animation, Family, Drama"
879330,2021,Soulmates,6.2,61,0,0,80,Comedy
385128,2021,F9,7.1,6790,200000000,726229501,143,"Action, Crime, Adventure"
106,1987,Predator,7.5,7447,15000000,98267558,107,"Action, Science Fiction, Thriller, Adventure"
284054,2018,Black Panther,7.4,21292,200000000,1349926083,135,"Adventure, Action, Science Fiction"
262500,2015,Insurgent,6.4,9603,110000000,297002527,119,"Adventure, Action, Thriller, Science Fiction"
666277,2023,Past Lives,7.9,448,12000000,15348213,106,"Romance, Drama"
1029549,2023,The Slumber Party,7.4,18,0,0,83,"Comedy, Family"
294254,2015,Maze Runner: The Scorch Trials,6.7,9799,61000000,312296056,131,"Adventure, Action, Thriller, Science Fiction"
14160,2009,Up,8,19179,175000000,735099082,96,"Animation, Family, Comedy, Adventure"
781732,2023,Animal,7.3,42,13000000,83000000,201,"Drama, Crime, Action"
937278,2022,A Man Called Otto,7.8,2101,50000000,108961677,126,"Comedy, Drama"
225886,2014,Sex Tape,5.4,3909,40000000,126069509,97,Comedy
772,1992,Home Alone 2: Lost in New York,6.7,8981,18000000,358994850,120,"Family, Comedy, Adventure"
76600,2022,Avatar: The Way of Water,7.6,10505,460000000,2320250281,192,"Action, Science Fiction, Adventure"
23823,2009,Wrong Turn 3: Left for Dead,5.6,1062,3000000,0,91,"Thriller, Horror"
545611,2022,Everything Everywhere All at Once,7.8,5560,25000000,139200000,140,"Science Fiction, Adventure, Action"
646389,2023,Plane,7,1932,25000000,51000000,107,Action
1135229,2023,I Am Rage,6.8,26,0,0,89,"Action, Horror, Thriller"
457232,2022,Lamborghini: The Man Behind the Legend,6.4,424,0,0,97,"History, Drama"
158015,2013,The Purge,6.3,8004,3000000,89328627,86,"Horror, Thriller, Science Fiction"
523607,2023,Maestro,6.5,238,0,300000,131,"Music, Drama, Romance"
1058694,2023,Radical,7.6,13,10000000,20800000,127,Drama
1037858,2022,The Soccer Football Movie,6,104,0,0,74,"Comedy, Family, Animation"
812225,2023,Black Clover: Sword of the Wizard King,8.2,225,0,0,113,"Adventure, Fantasy, Animation, Action"
412117,2019,The Secret Life of Pets 2,7,2837,80000000,429434163,86,"Animation, Family, Comedy, Adventure"
466272,2019,Once Upon a Time… in Hollywood,7.4,12491,95000000,374300000,162,"Thriller, Drama, Comedy"
11224,1950,Cinderella,7,6338,2900000,263600000,74,"Fantasy, Romance, Family, Animation"
273481,2015,Sicario,7.4,7993,30000000,84872444,122,"Crime, Action, Thriller"
496450,2023,"Miraculous: Ladybug & Cat Noir, The Movie",7.8,705,86000000,39357124,107,"Fantasy, Animation, Action, Romance, Family"
875104,2021,Ip Man: The Awakening,6.9,134,0,0,76,"Adventure, Action, Drama, History"
818397,2022,Memory,6.9,1336,30000000,13900000,114,"Thriller, Crime, Action"
980078,2023,Winnie the Pooh: Blood and Honey,5.3,1080,100000,5200000,84,"Horror, Thriller"
766507,2022,Prey,7.7,6027,65000000,0,100,"Action, Science Fiction, Thriller"
12444,2010,Harry Potter and the Deathly Hallows: Part 1,7.8,18087,250000000,954305868,146,"Fantasy, Adventure"
986070,2023,The Wrath of Becky,6.4,208,0,0,83,"Thriller, Horror, Action"
442249,2018,The First Purge,6,3790,13000000,137056262,97,"Action, Thriller, Horror"
1175306,2023,Me Vuelves Loca,8.4,108,0,0,0,Comedy
102382,2014,The Amazing Spider-Man 2,6.5,12537,200000000,708962323,141,"Action, Science Fiction, Adventure"
960258,2022,Shark Bait,5.7,278,0,0,87,"Action, Adventure, Thriller, Horror"
897087,2023,Freelance,6.5,426,40000000,8900000,108,"Comedy, Action"
755401,2020,Skydog,6.7,10,0,0,0,"Adventure, Action, Thriller, Mystery, Drama"
27578,2010,The Expendables,6.2,7364,80000000,274500000,103,"Adventure, Action, Thriller"
459003,2023,Mavka: The Forest Song,7.3,565,5000000,17300000,99,"Adventure, Animation, Fantasy, Family"
228150,2014,Fury,7.5,11227,68000000,211817906,135,"Drama, Action, War"
338958,2022,Disenchanted,6.8,956,0,0,119,"Fantasy, Family, Comedy"
1160025,2023,NAGA,6,13,0,0,113,"Thriller, Comedy"
675531,2023,Dark Harvest,6,146,0,0,96,"Horror, Thriller, Fantasy"
906126,2023,Society of the Snow,8.3,15,0,0,144,"Drama, History"
954388,2023,Quicksand,6.6,59,0,0,86,"Horror, Thriller, Mystery"
1061181,2023,Kingdom 3: The Flame of Fate,7.5,77,0,0,0,"War, Adventure, Action"
638238,2019,Sunod,6.9,20,0,0,106,Horror
626332,2023,Flamin' Hot,8.2,449,0,0,99,"Comedy, Drama"
893345,2023,The Secret Kingdom,6.6,52,0,0,98,"Adventure, Family, Fantasy"
460458,2021,Resident Evil: Welcome to Raccoon City,6,2239,25000000,41914915,107,"Horror, Science Fiction, Action"
455476,2023,Knights of the Zodiac,6.6,951,60000000,6794519,113,"Fantasy, Adventure, Action"
1067820,2023,Awareness,5.8,122,0,0,112,"Mystery, Thriller, Action, Science Fiction"
1102776,2023,AKA,6.9,564,0,0,122,Action
744,1986,Top Gun,7,7917,15000000,356830601,110,"Adventure, Drama, Action"
551271,2022,Medieval,7.1,426,23000000,4311284,126,"History, Action, Drama"
301528,2019,Toy Story 4,7.5,9235,175000000,1073395000,100,"Animation, Adventure, Fantasy, Family, Comedy"
1220655,2023,Reacher - Prime Premiere,6.8,4,0,0,106,"Drama, Crime, Action"
122,2003,The Lord of the Rings: The Return of the King,8.5,22793,94000000,1118888979,201,"Adventure, Fantasy, Action"
1211419,2023,A Vampire in the Family,5.2,46,0,0,90,Comedy
507086,2022,Jurassic World Dominion,6.8,5455,165000000,1001978080,147,"Adventure, Action, Science Fiction"
529203,2020,The Croods: A New Age,7.5,3590,65000000,215905815,95,"Family, Adventure, Comedy, Animation, Fantasy"
438631,2021,Dune,7.8,9785,165000000,402000000,155,"Science Fiction, Adventure"
399579,2019,Alita: Battle Angel,7.2,8616,170000000,405000000,122,"Science Fiction, Action, Adventure"
339984,2016,Miracles from Heaven,7.4,1122,16000000,74000000,119,"Fantasy, Drama, Family"
335787,2022,Uncharted,7,5319,120000000,407100000,116,"Action, Adventure"
581387,2019,Ashfall,6.8,523,17700000,61321941,128,"Thriller, Adventure, Action"
43347,2010,Love & Other Drugs,7,4826,30000000,102800000,112,"Romance, Drama, Comedy"
508883,2023,The Boy and the Heron,7.3,419,50000000,128700000,124,"Adventure, Fantasy, Animation, Drama"
615656,2023,Meg 2: The Trench,6.7,2762,129000000,384056482,116,"Science Fiction, Horror, Action"
594767,2023,Shazam! Fury of the Gods,6.6,2649,125000000,133838006,130,"Action, Fantasy, Comedy"
792293,2023,Dumb Money,6.7,195,30000000,20000000,104,"Comedy, Drama, History"
767,2009,Harry Potter and the Half-Blood Prince,7.7,18433,250000000,933959197,153,"Adventure, Fantasy"
753342,2023,Napoleon,6.4,861,165000000,206900000,158,"History, Drama, War"
1192745,2023,EXmas,6.9,86,0,0,93,"TV Movie, Comedy, Romance"
736526,2022,Troll,6.7,1553,0,0,104,"Action, Fantasy, Adventure"
337404,2021,Cruella,8,8687,200000000,233503234,134,"Comedy, Crime"
521029,2019,Annabelle Comes Home,6.4,3281,30000000,231300000,106,"Thriller, Mystery, Horror"
1041513,2022,Encanto at the Hollywood Bowl,7,150,0,0,45,"Music, Documentary"
939335,2023,Muzzle,6.5,138,0,7807,100,"Thriller, Drama, Action, Crime"
537915,2019,After,7.1,7920,14000000,69500000,106,"Romance, Drama"
602223,2021,The Forever Purge,7,2294,18000000,76994245,103,"Thriller, Action, Horror"
995906,2022,Galaxy Games,5.7,7,0,0,83,Fantasy
